open_time,open,high,low,close,close_time,volume,BLB,BUB,isUpTrend
2022-01-01,3676.22,3776.45,3673.46,3765.54,2022-01-01 23:59:59.999,154143.8968,,,True
2022-01-02,3765.54,3857.44,3717.3,3828.27,2022-01-02 23:59:59.999,154791.4263,,,True
2022-01-03,3828.11,3853.09,3680.0,3765.89,2022-01-03 23:59:59.999,236245.8586,,,True
2022-01-04,3765.89,3900.73,3713.11,3785.11,2022-01-04 23:59:59.999,288258.5549,,,True
2022-01-05,3785.1,3848.0,3415.0,3540.63,2022-01-05 23:59:59.999,397942.0363,,,True
2022-01-06,3539.82,3550.43,3300.0,3406.81,2022-01-06 23:59:59.999,496745.7413,,,True
2022-01-07,3406.81,3416.76,3064.42,3199.24,2022-01-07 23:59:59.999,669631.7262,,,True
2022-01-08,3198.68,3250.0,3000.0,3080.95,2022-01-08 23:59:59.999,400692.1061,,,True
2022-01-09,3080.98,3211.72,3057.35,3151.97,2022-01-09 23:59:59.999,275874.1643,,,True
2022-01-10,3151.97,3185.0,2928.83,3082.68,2022-01-10 23:59:59.999,529818.3866,,,True
2022-01-11,3082.87,3263.54,3051.8,3239.72,2022-01-11 23:59:59.999,362446.7087,,,True
2022-01-12,3239.73,3411.43,3206.2,3371.26,2022-01-12 23:59:59.999,370465.8015,,,True
2022-01-13,3371.6,3410.0,3233.43,3240.61,2022-01-13 23:59:59.999,336234.8799,,,True
2022-01-14,3240.61,3342.79,3188.0,3307.42,2022-01-14 23:59:59.999,285326.3505,,,True
2022-01-15,3307.42,3371.64,3261.0,3326.04,2022-01-15 23:59:59.999,203100.3778,,,True
2022-01-16,3326.51,3393.6,3269.62,3346.88,2022-01-16 23:59:59.999,210782.2277,,,True
2022-01-17,3346.89,3357.57,3141.1,3209.67,2022-01-17 23:59:59.999,284063.6548,,,True
2022-01-18,3209.68,3243.87,3082.0,3159.85,2022-01-18 23:59:59.999,299134.2728,,,True
2022-01-19,3159.85,3174.87,3000.0,3084.02,2022-01-19 23:59:59.999,332996.5703,,,True
2022-01-20,3084.02,3273.37,2987.15,3001.48,2022-01-20 23:59:59.999,357596.7062,1068.995,1068.995,True
2022-01-21,3001.48,3034.12,2403.0,2568.15,2022-01-21 23:59:59.999,1022021.70024,1068.995,1068.995,True
2022-01-22,2567.47,2626.0,2300.0,2412.18,2022-01-22 23:59:59.999,1081357.54893,1068.995,1068.995,True
2022-01-23,2412.18,2556.78,2370.8,2539.01,2022-01-23 23:59:59.999,580497.7613,1068.995,1068.995,True
2022-01-24,2539.0,2539.75,2159.0,2439.29,2022-01-24 23:59:59.999,1123134.70389,1068.995,1068.995,True
2022-01-25,2439.56,2506.55,2348.96,2458.83,2022-01-25 23:59:59.999,510152.954,1068.995,1068.995,True
2022-01-26,2459.04,2722.0,2402.03,2462.99,2022-01-26 23:59:59.999,806441.62289,1068.995,1068.995,True
2022-01-27,2463.0,2521.0,2316.43,2424.25,2022-01-27 23:59:59.999,599481.7159,1068.995,1068.995,True
2022-01-28,2424.02,2558.98,2357.88,2544.99,2022-01-28 23:59:59.999,485149.8065,1068.995,1068.995,True
2022-01-29,2544.99,2636.66,2520.01,2601.43,2022-01-29 23:59:59.999,376666.8246,1068.995,1068.995,True
2022-01-30,2601.43,2640.0,2542.5,2601.68,2022-01-30 23:59:59.999,290770.0859,1068.995,1068.995,True
2022-01-31,2601.67,2706.77,2476.07,2686.94,2022-01-31 23:59:59.999,444584.851,1068.995,1068.995,True
2022-02-01,2686.94,2813.0,2673.52,2787.23,2022-02-01 23:59:59.999,390034.27362,1068.995,1068.995,True
2022-02-02,2787.48,2810.88,2612.72,2680.67,2022-02-02 23:59:59.999,447852.1228,1068.995,1068.995,True
2022-02-03,2680.25,2726.64,2576.05,2695.46,2022-02-03 23:59:59.999,405043.3931,1068.995,1068.995,True
2022-02-04,2695.21,2995.0,2671.4,2994.99,2022-02-04 23:59:59.999,664002.9328,1068.995,1068.995,True
2022-02-05,2994.99,3060.47,2958.01,3012.65,2022-02-05 23:59:59.999,356803.3071,1068.995,1068.995,True
2022-02-06,3012.64,3074.56,2950.21,3054.99,2022-02-06 23:59:59.999,249394.5966,1068.995,1068.995,True
2022-02-07,3055.0,3186.0,2991.8,3139.77,2022-02-07 23:59:59.999,455070.2529,1068.995,1068.995,True
2022-02-08,3139.77,3232.87,3025.21,3116.69,2022-02-08 23:59:59.999,514773.5837,1068.995,1068.995,True
2022-02-09,3116.69,3269.7,3055.0,3243.94,2022-02-09 23:59:59.999,370267.8913,1068.995,1068.995,True
2022-02-10,3243.6,3283.66,3056.74,3072.49,2022-02-10 23:59:59.999,578212.8383,1118.735,1118.735,True
2022-02-11,3072.36,3138.62,2879.0,2927.54,2022-02-11 23:59:59.999,462025.8751,1118.735,1118.735,True
2022-02-12,2927.54,2985.98,2858.3,2918.88,2022-02-12 23:59:59.999,336250.3131,1118.735,1118.735,True
2022-02-13,2918.58,2954.4,2836.7,2871.13,2022-02-13 23:59:59.999,242751.3547,1118.735,1118.735,True
2022-02-14,2871.14,2964.97,2829.01,2929.75,2022-02-14 23:59:59.999,381778.238,1118.735,1118.735,True
2022-02-15,2929.75,3196.19,2912.06,3183.52,2022-02-15 23:59:59.999,448971.754,1225.26,1225.26,True
2022-02-16,3183.53,3186.77,3044.03,3122.3,2022-02-16 23:59:59.999,319997.6244,1317.45,1317.45,True
2022-02-17,3122.31,3160.0,2851.55,2891.87,2022-02-17 23:59:59.999,488693.2624,1317.45,1317.45,True
2022-02-18,2891.88,2943.97,2750.0,2779.48,2022-02-18 23:59:59.999,502977.4069,1317.45,1317.45,True
2022-02-19,2779.3,2830.96,2694.45,2763.63,2022-02-19 23:59:59.999,293838.0025,1317.45,1317.45,True
2022-02-20,2763.63,2764.64,2576.0,2621.99,2022-02-20 23:59:59.999,386384.904,1317.45,1317.45,True
2022-02-21,2621.99,2759.51,2558.0,2568.02,2022-02-21 23:59:59.999,761838.9858,1317.45,1317.45,True
2022-02-22,2568.03,2665.74,2500.0,2636.29,2022-02-22 23:59:59.999,692639.4942,1317.45,1317.45,True
2022-02-23,2636.28,2753.55,2575.83,2579.71,2022-02-23 23:59:59.999,504470.1412,1317.45,1317.45,True
2022-02-24,2579.7,2740.0,2300.0,2596.2,2022-02-24 23:59:59.999,1395732.7753,1317.45,1317.45,True
2022-02-25,2596.26,2834.97,2571.72,2768.49,2022-02-25 23:59:59.999,679394.1762,1317.45,1317.45,True
2022-02-26,2768.05,2878.0,2727.5,2779.47,2022-02-26 23:59:59.999,418485.2529,1317.45,1317.45,True
