open_time,open,high,low,close,close_time,volume,BLB,BUB,isUpTrend
2022-01-01 00:00:00,3676.22,3705.9,3676.22,3691.9,2022-01-01 00:14:59.999,2979.5588,,,True
2022-01-01 00:15:00,3691.9,3699.84,3685.83,3697.71,2022-01-01 00:29:59.999,1134.7381,,,True
2022-01-01 00:30:00,3697.71,3718.08,3694.47,3714.52,2022-01-01 00:44:59.999,2480.4213,,,True
2022-01-01 00:45:00,3714.23,3730.0,3711.42,3723.04,2022-01-01 00:59:59.999,2428.6558,,,True
2022-01-01 01:00:00,3723.04,3728.0,3714.1,3727.6,2022-01-01 01:14:59.999,2286.9378,,,True
2022-01-01 01:15:00,3727.61,3748.45,3726.09,3737.77,2022-01-01 01:29:59.999,3031.6975,,,True
2022-01-01 01:30:00,3737.77,3743.02,3732.47,3733.82,2022-01-01 01:44:59.999,1450.1718,,,True
2022-01-01 01:45:00,3733.83,3734.22,3722.23,3724.89,2022-01-01 01:59:59.999,2228.9498,,,True
2022-01-01 02:00:00,3724.88,3730.33,3723.0,3726.49,2022-01-01 02:14:59.999,1170.2247,,,True
2022-01-01 02:15:00,3726.58,3738.47,3726.54,3729.16,2022-01-01 02:29:59.999,1410.2047,,,True
2022-01-01 02:30:00,3729.16,3730.16,3722.23,3728.44,2022-01-01 02:44:59.999,801.3881,,,True
2022-01-01 02:45:00,3728.44,3736.52,3726.46,3728.32,2022-01-01 02:59:59.999,1646.6356,,,True
2022-01-01 03:00:00,3728.41,3730.1,3721.84,3729.14,2022-01-01 03:14:59.999,1025.9444,,,True
2022-01-01 03:15:00,3729.14,3737.0,3726.83,3729.0,2022-01-01 03:29:59.999,837.1611,,,True
2022-01-01 03:30:00,3729.01,3732.46,3726.81,3731.32,2022-01-01 03:44:59.999,724.9357,,,True
2022-01-01 03:45:00,3731.33,3731.9,3722.83,3723.96,2022-01-01 03:59:59.999,955.1441,,,True
2022-01-01 04:00:00,3723.96,3728.07,3710.88,3713.05,2022-01-01 04:14:59.999,1436.5012,,,True
2022-01-01 04:15:00,3713.05,3719.6,3711.99,3716.2,2022-01-01 04:29:59.999,2166.9191,,,True
2022-01-01 04:30:00,3716.2,3717.94,3708.6,3715.04,2022-01-01 04:44:59.999,1365.0943,,,True
2022-01-01 04:45:00,3715.05,3722.31,3707.24,3708.21,2022-01-01 04:59:59.999,1148.7674,3582.605,3582.605,True
2022-01-01 05:00:00,3708.2,3715.06,3702.84,3715.05,2022-01-01 05:14:59.999,1704.8687,3585.51,3585.51,True
2022-01-01 05:15:00,3715.05,3758.0,3711.38,3750.69,2022-01-01 05:29:59.999,4225.0254,3594.945,3594.945,True
2022-01-01 05:30:00,3750.68,3765.27,3743.86,3744.44,2022-01-01 05:44:59.999,2412.6401,3615.92,3615.92,True
2022-01-01 05:45:00,3744.44,3744.45,3728.6,3735.61,2022-01-01 05:59:59.999,1010.6714,3615.92,3615.92,True
2022-01-01 06:00:00,3735.6,3742.67,3728.0,3741.0,2022-01-01 06:14:59.999,1625.3019,3615.92,3615.92,True
2022-01-01 06:15:00,3741.0,3741.0,3726.0,3727.65,2022-01-01 06:29:59.999,1049.1158,3615.92,3615.92,True
2022-01-01 06:30:00,3727.74,3731.32,3722.33,3723.56,2022-01-01 06:44:59.999,1024.5073,3615.92,3615.92,True
2022-01-01 06:45:00,3723.55,3728.34,3708.33,3711.92,2022-01-01 06:59:59.999,1540.0776,3615.92,3615.92,True
2022-01-01 07:00:00,3711.93,3713.79,3701.0,3708.42,2022-01-01 07:14:59.999,2038.9012,3615.92,3615.92,True
2022-01-01 07:15:00,3708.13,3715.88,3706.23,3707.96,2022-01-01 07:29:59.999,1248.9305,3615.92,3615.92,True
2022-01-01 07:30:00,3707.96,3721.78,3704.62,3721.68,2022-01-01 07:44:59.999,1230.9797,3615.92,3615.92,True
2022-01-01 07:45:00,3721.69,3724.93,3707.83,3715.31,2022-01-01 07:59:59.999,2022.8385,3615.92,3615.92,True
2022-01-01 08:00:00,3715.32,3718.37,3708.6,3717.1,2022-01-01 08:14:59.999,953.2857,3615.92,3615.92,True
2022-01-01 08:15:00,3717.1,3725.61,3715.94,3721.47,2022-01-01 08:29:59.999,884.9358,3615.92,3615.92,True
2022-01-01 08:30:00,3721.86,3724.17,3715.96,3722.26,2022-01-01 08:44:59.999,989.1985,3615.92,3615.92,True
2022-01-01 08:45:00,3722.25,3733.84,3720.24,3721.4,2022-01-01 08:59:59.999,1186.2203,3615.92,3615.92,True
2022-01-01 09:00:00,3721.14,3730.0,3716.06,3729.65,2022-01-01 09:14:59.999,1404.2832,3615.92,3615.92,True
2022-01-01 09:15:00,3729.65,3729.93,3720.82,3722.51,2022-01-01 09:29:59.999,1246.8987,3615.92,3615.92,True
2022-01-01 09:30:00,3722.52,3726.91,3709.38,3713.95,2022-01-01 09:44:59.999,1052.7796,3615.92,3615.92,True
2022-01-01 09:45:00,3713.95,3720.15,3710.87,3718.67,2022-01-01 09:59:59.999,811.7021,3615.92,3615.92,True
2022-01-01 10:00:00,3718.67,3731.88,3717.97,3719.64,2022-01-01 10:14:59.999,1415.8797,3615.92,3615.92,True
2022-01-01 10:15:00,3719.64,3719.9,3688.18,3691.22,2022-01-01 10:29:59.999,3344.1421,3615.92,3615.92,True
2022-01-01 10:30:00,3691.22,3699.97,3673.46,3698.61,2022-01-01 10:44:59.999,3851.5917,3615.92,3615.92,True
2022-01-01 10:45:00,3698.61,3707.86,3690.3,3691.39,2022-01-01 10:59:59.999,1800.8602,3615.92,3615.92,True
2022-01-01 11:00:00,3691.39,3703.39,3691.02,3702.0,2022-01-01 11:14:59.999,1195.6752,3615.92,3615.92,True
2022-01-01 11:15:00,3702.0,3712.19,3701.06,3707.32,2022-01-01 11:29:59.999,1141.7103,3615.92,3615.92,True
2022-01-01 11:30:00,3707.32,3709.92,3697.12,3706.16,2022-01-01 11:44:59.999,1288.3939,3615.92,3615.92,True
2022-01-01 11:45:00,3706.08,3709.0,3692.72,3693.37,2022-01-01 11:59:59.999,1160.4379,3615.92,3615.92,True
2022-01-01 12:00:00,3693.38,3708.57,3693.37,3708.13,2022-01-01 12:14:59.999,1495.582,3615.92,3615.92,True
2022-01-01 12:15:00,3708.13,3708.87,3698.24,3700.76,2022-01-01 12:29:59.999,1328.7944,3615.92,3615.92,True
2022-01-01 12:30:00,3700.75,3715.37,3700.75,3705.67,2022-01-01 12:44:59.999,2104.4554,3615.92,3615.92,True
2022-01-01 12:45:00,3705.67,3718.24,3705.66,3716.28,2022-01-01 12:59:59.999,1666.7212,3615.92,3615.92,True
2022-01-01 13:00:00,3716.28,3724.93,3710.17,3720.0,2022-01-01 13:14:59.999,2338.8411,3615.92,3615.92,True
2022-01-01 13:15:00,3720.0,3721.5,3709.42,3714.34,2022-01-01 13:29:59.999,1341.8025,3615.92,3615.92,True
2022-01-01 13:30:00,3714.33,3721.0,3708.15,3719.76,2022-01-01 13:44:59.999,1044.3341,3615.92,3615.92,True
2022-01-01 13:45:00,3719.77,3719.77,3706.32,3710.03,2022-01-01 13:59:59.999,990.6195,3615.92,3615.92,True
2022-01-01 14:00:00,3710.04,3712.46,3704.78,3706.97,2022-01-01 14:14:59.999,778.0722,3615.92,3615.92,True
2022-01-01 14:15:00,3706.97,3713.68,3706.0,3710.15,2022-01-01 14:29:59.999,1853.9333,3615.92,3615.92,True
2022-01-01 14:30:00,3710.27,3711.84,3691.88,3701.55,2022-01-01 14:44:59.999,1818.5826,3615.92,3615.92,True
2022-01-01 14:45:00,3701.55,3705.77,3697.04,3697.61,2022-01-01 14:59:59.999,914.8593,3615.92,3615.92,True
2022-01-01 15:00:00,3697.04,3709.75,3693.22,3706.28,2022-01-01 15:14:59.999,1234.0743,3615.92,3615.92,True
2022-01-01 15:15:00,3706.28,3713.71,3703.96,3713.41,2022-01-01 15:29:59.999,907.322,3615.92,3615.92,True
