number,id,type,size,opendate,openprice,closeprice,closedate,isclosed,closetype,p/l,AccPL,qty,executions
1.0,LINKUSDT-2022-08-10 00:30:00,Sell,1000.0,2022-08-10 00:30:00,8.449,8.658,2022-08-10 12:34:59.999000,True,TC,-26.24,-26.24,118.357,open->TC
2.0,LINKUSDT-2022-08-10 12:30:00,Buy,1000.0,2022-08-10 12:30:00,8.658,8.95,2022-08-11 07:54:59.999000,True,TC,32.23,5.99,115.5,open->TC
3.0,LINKUSDT-2022-08-11 07:50:00,Sell,1000.0,2022-08-11 07:50:00,8.95,9.161,2022-08-11 12:59:59.999000,True,TC,-25.08,-19.09,111.732,open->TC
4.0,LINKUSDT-2022-08-11 12:55:00,Buy,1000.0,2022-08-11 12:55:00,9.161,9.079,2022-08-13 11:44:59.999000,True,TC,-10.45,-29.54,109.158,open->TC
5.0,LINKUSDT-2022-08-13 11:40:00,Sell,1000.0,2022-08-13 11:40:00,9.079,9.313,2022-08-14 07:44:59.999000,True,TC,-27.27,-56.81,110.144,open->TC
6.0,LINKUSDT-2022-08-14 07:40:00,Buy,1000.0,2022-08-14 07:40:00,9.313,9.05,2022-08-14 12:04:59.999000,True,TC,-29.74,-86.55,107.377,open->TC
7.0,LINKUSDT-2022-08-14 12:00:00,Sell,1000.0,2022-08-14 12:00:00,9.05,9.021,2022-08-15 02:44:59.999000,True,TC,1.7,-84.85,110.497,open->TC
8.0,LINKUSDT-2022-08-15 02:40:00,Buy,1000.0,2022-08-15 02:40:00,9.021,8.666,2022-08-15 06:29:59.999000,True,TC,-40.85,-125.7,110.852,open->TC
9.0,LINKUSDT-2022-08-15 06:25:00,Sell,1000.0,2022-08-15 06:25:00,8.666,8.709,2022-08-17 06:04:59.999000,True,TC,-6.46,-132.16,115.393,open->TC
10.0,LINKUSDT-2022-08-17 06:00:00,Buy,1000.0,2022-08-17 06:00:00,8.709,8.47,2022-08-17 07:39:59.999000,True,TC,-28.94,-161.1,114.824,open->TC
11.0,LINKUSDT-2022-08-17 07:35:00,Sell,1000.0,2022-08-17 07:35:00,8.47,0.0,,False,,0.0,0.0,118.064,open
