number,id,type,size,opendate,openprice,closeprice,closedate,isclosed,closetype,p/l,AccPL,qty,executions
1.0,XTZUSDT-2022-01-02 18:30:00,Sell,1000.0,2022-01-02 18:30:00,4.603,4.649,2022-01-02 19:16:59.999000,True,sl,-11.49,-11.49,217.25,open->sl
2.0,XTZUSDT-2022-01-03 11:00:00,Buy,1000.0,2022-01-03 11:00:00,4.654,4.707,2022-01-03 11:53:59.999000,True,tp,9.89,-1.6,214.869,open->tp
3.0,XTZUSDT-2022-01-05 17:55:00,Sell,1000.0,2022-01-05 17:55:00,4.988,5.039,2022-01-05 18:31:59.999000,True,sl,-11.72,-13.32,200.481,open->sl
4.0,XTZUSDT-2022-01-09 10:35:00,Buy,1000.0,2022-01-09 10:35:00,4.186,4.236,2022-01-09 10:51:59.999000,True,tp,10.44,-2.88,238.892,open->tp
5.0,XTZUSDT-2022-01-10 11:00:00,Sell,1000.0,2022-01-10 11:00:00,4.127,4.077,2022-01-10 12:03:59.999000,True,tp,10.62,7.74,242.307,open->tp
6.0,XTZUSDT-2022-01-11 16:35:00,Buy,1000.0,2022-01-11 16:35:00,4.155,4.212,2022-01-11 16:56:59.999000,True,tp,12.22,19.96,240.674,open->tp
7.0,XTZUSDT-2022-01-13 15:15:00,Sell,1000.0,2022-01-13 15:15:00,4.274,4.22,2022-01-13 15:51:59.999000,True,tp,11.13,31.09,233.973,open->tp
8.0,XTZUSDT-2022-01-14 05:55:00,Buy,1000.0,2022-01-14 05:55:00,4.275,4.232,2022-01-14 07:39:59.999000,True,sl,-11.56,19.53,233.918,open->sl
9.0,XTZUSDT-2022-01-14 10:50:00,Sell,1000.0,2022-01-14 10:50:00,4.116,4.158,2022-01-14 12:24:59.999000,True,sl,-11.7,7.83,242.954,open->sl
10.0,XTZUSDT-2022-01-14 22:00:00,Buy,1000.0,2022-01-14 22:00:00,4.308,4.262,2022-01-14 23:22:59.999000,True,sl,-12.18,-4.35,232.126,open->sl
11.0,XTZUSDT-2022-01-16 02:40:00,Sell,1000.0,2022-01-16 02:40:00,4.22,4.263,2022-01-16 06:36:59.999000,True,sl,-11.69,-16.04,236.967,open->sl
12.0,XTZUSDT-2022-01-16 16:55:00,Buy,1000.0,2022-01-16 16:55:00,4.326,4.281,2022-01-16 19:15:59.999000,True,sl,-11.9,-27.94,231.16,open->sl
13.0,XTZUSDT-2022-01-17 03:55:00,Sell,1000.0,2022-01-17 03:55:00,4.185,4.138,2022-01-17 04:59:59.999000,True,tp,9.73,-18.21,238.949,open->tp
14.0,XTZUSDT-2022-01-18 19:50:00,Buy,1000.0,2022-01-18 19:50:00,4.11,4.159,2022-01-18 20:36:59.999000,True,tp,10.42,-7.79,243.309,open->tp
15.0,XTZUSDT-2022-01-19 06:35:00,Sell,1000.0,2022-01-19 06:35:00,3.981,3.934,2022-01-19 07:05:59.999000,True,tp,10.31,2.52,251.193,open->tp
16.0,XTZUSDT-2022-01-19 17:00:00,Buy,1000.0,2022-01-19 17:00:00,4.006,3.963,2022-01-19 17:42:59.999000,True,sl,-12.23,-9.71,249.626,open->sl
17.0,XTZUSDT-2022-01-20 01:30:00,Sell,1000.0,2022-01-20 01:30:00,3.827,3.866,2022-01-20 02:05:59.999000,True,sl,-11.69,-21.4,261.301,open->sl
18.0,XTZUSDT-2022-01-20 13:30:00,Buy,1000.0,2022-01-20 13:30:00,3.973,4.02,2022-01-20 14:26:59.999000,True,tp,10.33,-11.07,251.699,open->tp
19.0,XTZUSDT-2022-01-20 21:20:00,Sell,1000.0,2022-01-20 21:20:00,3.928,3.887,2022-01-20 21:40:59.999000,True,tp,8.94,-2.13,254.582,open->tp
20.0,XTZUSDT-2022-01-23 08:30:00,Buy,1000.0,2022-01-23 08:30:00,3.134,3.097,2022-01-23 08:48:59.999000,True,sl,-13.31,-15.44,319.081,open->sl
21.0,XTZUSDT-2022-01-23 17:55:00,Sell,1000.0,2022-01-23 17:55:00,2.96,2.926,2022-01-23 18:18:59.999000,True,tp,9.99,-5.45,337.838,open->tp
22.0,XTZUSDT-2022-01-23 23:55:00,Buy,1000.0,2022-01-23 23:55:00,3.079,3.043,2022-01-24 00:02:59.999000,True,sl,-13.19,-18.64,324.781,open->sl
23.0,XTZUSDT-2022-01-24 07:40:00,Sell,1000.0,2022-01-24 07:40:00,2.835,2.801,2022-01-24 08:46:59.999000,True,tp,10.49,-8.15,352.734,open->tp
24.0,XTZUSDT-2022-01-24 20:10:00,Buy,1000.0,2022-01-24 20:10:00,2.846,2.904,2022-01-24 20:35:59.999000,True,tp,18.88,10.73,351.37,open->tp
25.0,XTZUSDT-2022-01-26 21:35:00,Sell,1000.0,2022-01-26 21:35:00,2.904,2.875,2022-01-26 21:50:59.999000,True,tp,8.49,19.22,344.353,open->tp
26.0,XTZUSDT-2022-01-27 11:25:00,Buy,1000.0,2022-01-27 11:25:00,2.935,2.967,2022-01-27 12:01:59.999000,True,tp,9.4,28.62,340.716,open->tp
27.0,XTZUSDT-2022-01-27 19:30:00,Sell,1000.0,2022-01-27 19:30:00,2.86,2.889,2022-01-27 19:46:59.999000,True,sl,-11.64,16.98,349.65,open->sl
28.0,XTZUSDT-2022-01-28 01:10:00,Buy,1000.0,2022-01-28 01:10:00,3.004,2.959,2022-01-28 01:16:59.999000,True,sl,-16.48,0.5,332.889,open->sl
29.0,XTZUSDT-2022-01-28 12:35:00,Sell,1000.0,2022-01-28 12:35:00,2.84,2.871,2022-01-28 13:17:59.999000,True,sl,-12.42,-11.92,352.113,open->sl
30.0,XTZUSDT-2022-01-28 21:15:00,Buy,1000.0,2022-01-28 21:15:00,3.035,3.001,2022-01-28 22:52:59.999000,True,sl,-12.7,-24.62,329.489,open->sl
31.0,XTZUSDT-2022-01-30 21:15:00,Sell,1000.0,2022-01-30 21:15:00,3.22,3.254,2022-01-30 21:47:59.999000,True,sl,-12.06,-36.68,310.559,open->sl
32.0,XTZUSDT-2022-01-31 10:35:00,Buy,1000.0,2022-01-31 10:35:00,3.3,3.335,2022-01-31 10:47:59.999000,True,tp,9.11,-27.57,303.03,open->tp
